OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
65374,48,355,005406,1400000US48355005406,48355005406,54.06,Nueces,TX,Texas,"Census Tract 54.06, Nueces County, Texas","3,762.00",327.00,"4,487.00",1.14,0.43,1.14,0.62,0.33,0.34,0.05,0.08,0.80,0.12,0.00,0.39,0.92,0.68,0.00,0.00,2.00,0.86,0.80,0.09,0.76,1.65,0.58,0.29,0.00,0.89,1.18,0.57,0.67,0.67,0.67,6.30,0.55,0.75,0.75,0.75,0.29,0.64,0.56,0.29,0.14,0.85,0.44,3.21,0.43,0.21,0.60,0.73,0.49,2.03,0.52,0.81,0.59,1.39,0.82,7.39,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,8.35,0.11,20.21,0.00,3.97,2.56,2.03,0.00,0.00,4.39,15.82,6.11,2.83,0.00,4.22,77.18,60.70,19.94,13.30,5.30,7.40,16.22,15.40,14.90,10.50,23.50,16.00,1.30,11.30,0.50,31.40,8.30,5.50,12.80,11.40,0.47,0.12,0.26,0.58,0.36,"107,466.88","401,560,982.40"
65375,48,355,005407,1400000US48355005407,48355005407,54.07,Nueces,TX,Texas,"Census Tract 54.07, Nueces County, Texas","2,961.00",367.00,"1,410.00",0.66,0.17,0.66,0.25,0.33,0.35,0.23,0.09,1.00,0.16,0.00,0.86,1.00,0.00,0.00,0.00,1.85,0.84,0.39,0.22,0.37,0.98,0.08,0.26,0.00,0.98,1.24,0.59,0.91,0.91,0.91,5.98,0.47,0.81,0.81,0.81,0.16,0.14,0.67,0.33,0.13,0.79,0.13,2.36,0.26,0.17,0.75,0.29,0.37,1.59,0.19,0.00,0.00,0.00,0.00,4.76,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,8.41,0.22,20.60,0.00,100.00,100.00,0.00,0.00,0.00,100.00,35.31,11.42,0.47,0.00,66.07,100.00,71.30,13.58,3.50,6.30,8.10,16.08,13.20,6.50,9.70,25.90,9.60,0.70,0.00,0.00,30.70,7.60,5.40,10.90,10.50,0.43,0.03,0.24,0.47,0.16,"6,256.63","1,628,386.09"
65376,48,355,005408,1400000US48355005408,48355005408,54.08,Nueces,TX,Texas,"Census Tract 54.08, Nueces County, Texas","4,846.00",463.00,"2,557.00",0.83,0.25,0.83,0.38,0.33,0.35,0.25,0.09,1.01,0.17,0.00,0.71,0.98,0.00,0.00,0.00,1.70,0.76,0.39,0.19,0.36,0.93,0.06,0.26,0.00,0.86,1.12,0.54,0.91,0.91,0.91,5.67,0.40,0.82,0.82,0.82,0.43,0.42,0.69,0.69,0.61,0.71,0.25,3.81,0.57,0.42,0.57,0.43,0.37,1.79,0.32,0.00,0.00,0.00,0.00,6.41,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,8.40,0.23,20.41,0.00,66.63,66.63,0.00,0.00,0.00,100.00,31.44,11.67,0.42,0.00,0.49,100.00,72.70,26.62,8.20,6.60,17.00,29.91,11.00,9.80,14.30,23.00,11.40,0.70,0.00,0.00,29.30,8.00,5.50,12.10,10.10,0.34,0.07,0.26,0.42,0.28,"5,359.17","1,414,508.18"
65377,48,355,005409,1400000US48355005409,48355005409,54.09,Nueces,TX,Texas,"Census Tract 54.09, Nueces County, Texas","3,938.00",286.00,"1,143.00",0.45,0.08,0.45,0.12,0.33,0.34,0.18,0.08,0.93,0.15,0.00,0.57,0.96,0.00,0.00,0.00,1.53,0.69,0.39,0.02,0.33,0.74,0.02,0.00,0.00,0.92,0.92,0.45,0.91,0.91,0.91,5.03,0.26,0.75,0.75,0.75,0.27,0.17,0.09,0.17,0.36,0.81,0.16,2.02,0.19,0.45,0.66,0.29,0.63,2.04,0.53,0.00,0.00,0.00,0.00,4.81,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,8.38,0.19,20.15,0.00,26.32,26.32,0.00,0.00,0.00,100.00,3.00,12.08,0.00,0.00,12.69,100.00,60.50,18.82,3.90,1.80,5.20,22.35,13.90,7.10,14.90,24.40,9.60,2.50,0.00,0.00,31.80,7.70,6.10,10.90,11.00,0.49,0.04,0.37,0.54,0.16,"6,044.48","2,111,605.19"
65378,48,355,005410,1400000US48355005410,48355005410,54.10,Nueces,TX,Texas,"Census Tract 54.10, Nueces County, Texas","3,829.00",403.00,"1,584.00",0.52,0.11,0.52,0.16,0.33,0.34,0.23,0.08,0.98,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.07,0.30,0.75,0.02,0.00,0.00,0.00,0.00,0.00,0.91,0.91,0.91,2.64,0.01,0.79,0.79,0.79,0.42,0.33,0.17,0.54,0.63,0.77,0.32,3.18,0.43,0.36,0.52,0.32,0.64,1.84,0.36,0.69,0.45,1.13,0.71,6.94,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,8.38,0.22,20.18,0.00,0.00,0.00,0.00,0.00,0.00,100.00,11.38,12.58,0.00,0.00,0.00,100.00,67.90,26.09,6.60,2.50,12.70,30.72,12.40,11.40,13.40,22.30,10.00,2.60,4.40,0.20,29.80,7.70,5.30,11.60,10.00,0.37,0.04,0.22,0.41,0.23,"4,930.42","1,290,360.00"
65379,48,355,005411,1400000US48355005411,48355005411,54.11,Nueces,TX,Texas,"Census Tract 54.11, Nueces County, Texas","3,631.00",332.00,"2,782.00",0.41,0.06,0.41,0.10,0.33,0.34,0.26,0.10,1.03,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.18,0.23,0.79,0.03,0.28,0.00,0.00,0.28,0.09,0.91,0.91,0.91,3.00,0.02,0.76,0.76,0.76,0.32,0.30,0.78,0.92,0.74,0.80,0.08,3.94,0.60,0.14,0.27,0.14,0.46,1.01,0.04,0.00,0.45,0.45,0.20,6.16,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,8.38,0.24,20.62,0.00,0.00,0.00,0.00,0.00,0.00,100.00,29.65,13.50,1.81,0.00,0.00,100.00,63.20,21.29,6.20,7.80,29.70,35.03,13.50,4.70,9.10,18.60,7.40,1.10,0.00,0.20,27.70,7.80,4.70,12.00,9.00,0.25,0.05,0.14,0.28,0.27,"4,885.26","1,321,279.42"
65380,48,355,005412,1400000US48355005412,48355005412,54.12,Nueces,TX,Texas,"Census Tract 54.12, Nueces County, Texas","5,621.00",371.00,"3,042.00",0.39,0.06,0.39,0.09,0.33,0.34,0.16,0.08,0.90,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.04,0.44,0.86,0.04,0.00,0.00,0.00,0.00,0.00,0.91,0.91,0.91,2.67,0.01,0.78,0.78,0.78,0.17,0.26,0.62,0.45,0.35,0.67,0.18,2.69,0.32,0.17,0.88,0.06,0.56,1.68,0.24,0.50,0.45,0.94,0.60,6.09,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,8.36,0.18,19.98,0.00,0.00,0.00,0.00,0.00,0.00,100.00,5.32,10.25,0.00,0.00,0.00,100.00,66.60,13.66,5.50,5.80,10.50,22.06,10.00,7.70,9.70,29.10,5.70,1.80,0.70,0.20,28.20,7.80,5.30,11.40,9.10,0.28,0.05,0.22,0.29,0.21,"6,905.69","2,853,458.06"
65381,48,355,005413,1400000US48355005413,48355005413,54.13,Nueces,TX,Texas,"Census Tract 54.13, Nueces County, Texas","3,107.00",358.00,"1,716.00",0.21,0.02,0.21,0.03,0.33,0.34,0.26,0.09,1.01,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.04,0.30,0.73,0.02,0.26,0.00,0.00,0.26,0.09,0.70,0.70,0.70,2.69,0.01,0.82,0.82,0.82,0.28,0.18,0.06,0.94,0.58,0.74,0.04,2.81,0.35,0.02,0.53,0.11,0.55,1.21,0.07,0.00,0.00,0.00,0.00,4.84,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,8.35,0.24,20.26,0.00,0.00,0.00,0.00,0.00,0.00,100.00,6.09,12.58,0.48,0.00,0.00,82.68,73.10,19.38,4.10,1.40,32.80,28.65,11.70,3.00,4.00,22.50,6.80,1.70,0.00,0.00,22.00,7.70,3.60,12.00,6.80,0.06,0.04,0.03,0.07,0.27,"5,089.35","1,210,483.45"
65382,48,355,005414,1400000US48355005414,48355005414,54.14,Nueces,TX,Texas,"Census Tract 54.14, Nueces County, Texas","3,051.00",210.00,"1,542.00",0.18,0.01,0.18,0.02,0.33,0.33,0.14,0.07,0.87,0.13,0.00,0.63,0.00,0.00,0.00,0.00,0.63,0.32,0.39,0.01,0.38,0.78,0.03,0.25,0.00,0.00,0.25,0.09,0.69,0.69,0.69,3.22,0.03,0.82,0.82,0.82,0.17,0.05,0.50,0.50,0.35,0.39,0.13,2.08,0.21,0.13,0.86,0.05,0.56,1.59,0.19,0.00,0.00,0.00,0.00,4.50,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,8.32,0.17,19.63,0.00,41.81,0.00,0.00,0.00,0.00,100.00,1.33,11.25,0.15,0.00,0.00,81.68,74.20,13.96,1.70,4.80,11.60,22.08,5.60,6.20,8.70,28.30,5.20,1.80,0.00,0.00,29.20,7.60,5.60,10.80,9.50,0.34,0.03,0.27,0.34,0.15,"7,276.28","2,886,702.76"
65383,48,355,005415,1400000US48355005415,48355005415,54.15,Nueces,TX,Texas,"Census Tract 54.15, Nueces County, Texas","6,174.00",517.00,"4,077.00",0.36,0.05,0.36,0.08,0.33,0.33,0.20,0.08,0.93,0.15,0.00,0.32,0.00,0.00,0.00,0.00,0.32,0.20,0.39,0.02,0.48,0.89,0.05,0.00,0.00,0.00,0.00,0.00,0.69,0.69,0.69,2.82,0.01,0.78,0.78,0.78,0.17,0.43,0.23,0.53,0.27,0.66,0.09,2.38,0.26,0.26,0.91,0.32,0.46,1.95,0.45,0.00,0.79,0.79,0.47,5.90,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,8.34,0.20,19.85,0.00,0.70,0.00,0.00,0.00,0.00,100.00,2.85,9.42,0.00,0.00,0.00,80.82,65.20,13.96,8.50,2.90,12.40,20.05,9.80,5.10,11.50,30.30,10.00,1.10,0.00,2.00,27.10,7.60,5.30,11.20,8.90,0.22,0.03,0.22,0.27,0.19,"6,838.27","2,673,564.36"
65384,48,355,005416,1400000US48355005416,48355005416,54.16,Nueces,TX,Texas,"Census Tract 54.16, Nueces County, Texas","3,855.00",320.00,"1,339.00",0.11,0.01,0.11,0.01,0.33,0.33,0.11,0.07,0.84,0.12,0.00,0.55,0.00,0.00,0.00,0.00,0.55,0.29,0.39,0.02,0.69,1.09,0.12,0.00,0.00,0.00,0.00,0.00,0.65,0.65,0.65,3.13,0.02,0.67,0.67,0.67,0.07,0.12,0.04,0.04,0.07,0.43,0.03,0.81,0.03,0.60,0.75,0.36,0.67,2.38,0.80,0.00,0.00,0.00,0.00,3.86,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,8.32,0.15,19.59,0.00,23.23,0.00,0.00,0.00,0.00,100.00,3.21,6.92,0.00,0.00,0.00,73.95,47.90,8.40,3.10,1.20,2.30,13.78,6.10,2.70,17.30,25.90,10.50,3.10,0.00,0.00,30.40,7.40,6.50,9.60,9.90,0.41,0.02,0.45,0.40,0.06,"8,742.94","3,549,566.23"
65385,48,355,005417,1400000US48355005417,48355005417,54.17,Nueces,TX,Texas,"Census Tract 54.17, Nueces County, Texas","6,209.00",428.00,"2,291.00",0.12,0.01,0.12,0.01,0.33,0.32,0.07,0.07,0.78,0.11,0.00,0.73,0.00,0.00,0.00,0.00,0.73,0.37,0.49,0.03,0.80,1.32,0.28,0.00,0.00,0.00,0.00,0.00,0.68,0.68,0.68,3.51,0.04,0.79,0.79,0.79,0.23,0.06,0.10,0.18,0.31,0.37,0.02,1.27,0.08,0.04,0.96,0.03,0.68,1.70,0.26,0.00,0.00,0.00,0.00,3.77,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,8.28,0.12,19.27,0.00,71.36,0.00,0.00,0.00,0.00,83.20,3.87,5.67,0.00,0.00,0.00,78.82,68.70,16.94,2.00,1.90,5.50,20.97,5.30,1.90,5.50,33.10,4.20,3.20,0.00,0.00,23.90,7.50,4.10,11.60,7.60,0.10,0.03,0.07,0.13,0.23,"13,409.25","8,098,258.49"
65386,48,355,005601,1400000US48355005601,48355005601,56.01,Nueces,TX,Texas,"Census Tract 56.01, Nueces County, Texas","5,898.00",685.00,"6,598.00",1.81,0.75,1.41,0.79,0.00,0.38,0.11,0.13,0.61,0.08,0.00,0.43,0.00,0.00,0.96,0.00,1.39,0.64,0.63,0.73,0.33,1.69,0.61,0.60,0.45,0.88,1.93,0.94,0.12,0.12,0.12,5.74,0.42,0.93,0.93,0.93,0.74,0.92,0.88,0.57,0.46,0.89,0.86,5.32,0.86,0.92,0.64,0.94,0.80,3.30,1.00,0.59,0.73,1.32,0.78,10.87,0.99,1.00,0.00,0.00,0.00,1.00,2.00,0.40,0.00,8.55,0.15,21.72,0.00,6.49,0.00,0.00,25.99,0.00,40.81,80.01,12.10,59.42,40.61,1.84,0.04,92.90,44.06,29.30,10.20,13.40,25.04,17.10,31.00,26.20,24.00,22.50,6.40,1.70,1.40,36.30,8.50,5.50,14.10,17.60,0.74,0.16,0.26,0.94,0.52,"16,141.47","13,364,401.92"
65387,48,355,005602,1400000US48355005602,48355005602,56.02,Nueces,TX,Texas,"Census Tract 56.02, Nueces County, Texas","6,788.00",752.00,"3,073.00",2.21,0.88,1.61,0.89,0.00,0.37,0.14,0.12,0.64,0.09,0.00,0.57,0.00,0.00,0.97,0.00,1.53,0.70,0.59,0.62,0.31,1.52,0.46,0.75,0.64,0.95,2.34,0.98,0.57,0.57,0.57,6.60,0.62,0.96,0.96,0.96,0.92,0.97,0.98,0.57,0.71,0.85,0.99,6.00,0.96,0.33,0.99,0.88,0.76,2.96,0.99,0.69,0.45,1.14,0.71,11.05,0.99,1.00,0.00,0.00,1.00,1.00,3.00,0.60,0.00,8.53,0.17,21.56,0.00,26.55,0.00,0.00,29.02,0.00,52.62,71.13,12.42,96.94,83.65,25.80,59.24,96.70,62.04,38.80,19.00,13.50,33.90,15.30,54.20,12.90,37.80,19.90,4.80,4.60,0.20,39.50,9.30,5.30,16.90,20.20,0.85,0.37,0.22,0.97,0.79,"22,025.50","16,035,798.72"
65388,48,355,005801,1400000US48355005801,48355005801,58.01,Nueces,TX,Texas,"Census Tract 58.01, Nueces County, Texas","7,022.00",429.00,"5,679.00",0.42,0.07,0.42,0.11,0.33,0.39,0.09,0.15,0.96,0.15,0.00,0.30,0.00,0.75,0.00,0.00,1.05,0.55,0.52,0.09,0.58,1.19,0.18,0.30,0.28,0.00,0.58,0.20,0.37,0.37,0.37,4.14,0.11,0.59,0.59,0.59,0.14,0.55,0.10,0.34,0.18,0.53,0.11,1.94,0.18,0.45,0.90,0.19,0.44,1.97,0.46,0.70,0.45,1.15,0.71,5.65,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,8.60,0.14,22.54,0.00,0.36,0.00,6.64,0.00,0.00,75.61,15.87,8.06,4.79,13.10,0.00,28.25,38.70,12.13,11.00,1.90,8.30,17.45,7.50,5.70,14.80,29.60,8.10,1.00,5.00,0.20,31.60,8.10,6.50,11.60,9.60,0.48,0.09,0.45,0.36,0.23,"20,902.01","14,316,704.62"
65389,48,355,005802,1400000US48355005802,48355005802,58.02,Nueces,TX,Texas,"Census Tract 58.02, Nueces County, Texas","6,810.00",662.00,"6,870.00",1.67,0.70,1.27,0.71,0.33,0.35,0.05,0.15,0.88,0.13,0.00,0.40,0.92,0.66,0.83,0.00,2.81,0.97,0.79,0.17,0.85,1.81,0.69,0.36,0.21,0.00,0.56,0.20,0.38,0.38,0.38,6.45,0.58,0.74,0.74,0.74,0.39,0.69,0.39,0.18,0.04,0.84,0.83,3.36,0.47,0.51,0.70,0.72,0.29,2.21,0.67,0.90,0.76,1.67,0.95,7.98,0.69,1.00,0.00,0.00,0.00,1.00,2.00,0.40,0.33,8.45,0.11,22.42,0.00,4.62,2.37,0.99,0.22,0.00,5.64,28.13,5.06,12.37,3.56,0.00,30.34,59.10,24.59,15.10,4.00,5.50,11.74,14.80,28.80,15.80,24.90,15.80,0.40,21.10,1.70,35.30,8.20,6.60,12.50,12.90,0.69,0.10,0.47,0.73,0.33,"132,507.10","414,377,604.04"
65390,48,355,005900,1400000US48355005900,48355005900,59,Nueces,TX,Texas,"Census Tract 59, Nueces County, Texas","2,997.00",487.00,"2,411.00",1.67,0.70,1.47,0.82,0.00,0.33,0.05,0.13,0.51,0.07,0.00,0.36,0.92,0.69,0.00,0.00,1.97,0.86,0.81,0.23,0.82,1.86,0.73,0.42,0.23,0.88,1.53,0.76,0.53,0.53,0.53,6.40,0.57,0.86,0.86,0.86,0.70,0.93,0.67,0.20,0.44,0.98,0.89,4.80,0.77,0.40,0.88,0.94,0.78,2.99,0.99,0.91,0.00,0.91,0.57,9.56,0.90,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.00,8.34,0.10,21.77,0.00,2.37,2.72,2.25,0.00,0.00,3.79,36.72,5.50,20.71,7.49,2.22,52.43,81.80,41.11,29.80,6.30,5.80,24.54,28.10,32.90,14.00,28.90,22.60,5.60,21.30,0.00,32.90,8.70,4.90,15.10,15.30,0.56,0.21,0.16,0.87,0.63,"98,320.78","445,035,088.24"
65391,48,355,006000,1400000US48355006000,48355006000,60,Nueces,TX,Texas,"Census Tract 60, Nueces County, Texas","2,171.00",323.00,"1,592.00",1.91,0.79,1.51,0.84,0.00,0.33,0.05,0.11,0.49,0.07,0.00,0.39,0.92,0.68,0.00,0.00,1.99,0.86,1.00,0.28,0.83,2.11,0.87,0.35,0.27,0.85,1.47,0.72,0.62,0.62,0.62,6.69,0.64,0.86,0.86,0.86,0.68,0.91,0.78,0.34,0.44,0.88,0.84,4.87,0.79,0.55,0.64,0.81,0.67,2.67,0.93,0.90,0.00,0.90,0.56,9.30,0.87,1.00,0.00,0.00,0.00,1.00,2.00,0.40,0.00,8.34,0.10,21.31,0.00,3.81,2.19,1.99,0.00,0.00,0.00,41.42,5.33,11.06,12.28,0.18,68.68,81.30,40.02,27.50,7.80,8.40,24.53,16.90,29.50,16.50,24.00,17.80,3.10,20.40,0.00,36.20,8.60,5.50,14.20,15.30,0.73,0.18,0.26,0.87,0.53,"100,388.37","396,349,151.92"
65392,48,355,006100,1400000US48355006100,48355006100,61,Nueces,TX,Texas,"Census Tract 61, Nueces County, Texas","3,576.00",194.00,"2,909.00",1.69,0.71,1.29,0.72,0.00,0.32,0.05,0.13,0.51,0.07,0.00,0.61,0.93,0.87,0.00,0.00,2.41,0.90,0.58,0.75,0.80,2.13,0.88,0.69,0.49,0.00,1.18,0.57,0.00,0.00,0.00,6.22,0.53,0.85,0.85,0.85,0.63,0.79,0.64,0.42,0.28,0.70,0.68,4.14,0.64,0.45,0.74,0.88,0.73,2.80,0.96,0.71,0.00,0.71,0.41,8.50,0.76,1.00,0.00,0.00,0.00,1.00,2.00,0.40,0.00,8.27,0.11,21.87,0.00,36.45,3.51,36.46,0.00,0.00,55.91,81.37,5.67,83.56,49.06,0.00,0.00,78.90,37.11,18.90,6.00,9.90,20.25,10.70,22.30,14.80,25.70,19.90,4.20,5.50,0.00,37.30,8.70,6.50,14.20,16.30,0.78,0.21,0.45,0.91,0.53,"14,609.44","12,628,442.09"
65393,48,355,006200,1400000US48355006200,48355006200,62,Nueces,TX,Texas,"Census Tract 62, Nueces County, Texas","9,104.00",974.00,"5,440.00",0.62,0.14,0.62,0.22,0.33,0.29,0.07,0.02,0.70,0.10,0.00,0.38,0.90,0.66,0.82,0.00,2.76,0.95,0.64,0.08,0.67,1.40,0.35,0.27,0.17,0.88,1.32,0.63,0.14,0.14,0.14,6.31,0.55,0.29,0.29,0.29,0.17,0.06,0.02,0.61,0.49,0.21,0.16,1.71,0.14,0.92,0.08,0.16,0.00,1.16,0.06,0.44,0.00,0.44,0.19,3.59,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,8.09,0.12,16.08,0.00,3.07,0.04,1.07,0.03,0.00,36.01,13.30,7.06,1.21,0.04,1.85,0.85,14.50,13.87,2.00,0.80,14.50,25.80,3.40,7.10,25.70,12.80,7.70,0.00,0.40,0.00,31.70,7.90,7.30,10.60,9.30,0.49,0.06,0.64,0.32,0.13,"173,123.48","131,548,531.27"
65394,48,355,006300,1400000US48355006300,48355006300,63,Nueces,TX,Texas,"Census Tract 63, Nueces County, Texas","2,747.00",294.00,"13,223.00",2.46,0.95,1.86,0.98,0.46,0.40,0.21,0.15,1.21,0.23,0.95,0.75,0.97,0.93,0.95,0.00,4.55,1.00,0.61,0.23,0.70,1.55,0.49,0.71,0.56,0.00,1.27,0.61,0.41,0.41,0.41,8.99,0.96,0.80,0.80,0.80,0.76,0.72,0.63,0.75,0.88,0.84,0.53,5.10,0.83,0.25,0.92,0.27,0.56,2.01,0.50,0.83,0.89,1.72,0.97,9.63,0.91,1.00,0.00,0.00,1.00,1.00,3.00,0.60,0.67,8.64,0.21,22.40,9.10,76.44,37.37,68.41,20.11,0.00,44.90,36.64,6.75,88.27,64.60,0.00,34.16,70.10,45.48,15.90,5.90,19.30,43.54,14.80,17.40,11.40,30.70,9.30,1.80,13.00,4.40,36.90,9.50,6.00,16.10,15.00,0.76,0.43,0.35,0.86,0.72,"53,207.81","47,156,084.77"
65395,48,355,006400,1400000US48355006400,48355006400,64,Nueces,TX,Texas,"Census Tract 64, Nueces County, Texas","2,687.00",335.00,"19,507.00",2.21,0.88,1.81,0.97,0.46,0.38,0.29,0.10,1.23,0.23,0.00,0.85,0.99,0.98,0.84,0.00,3.65,0.99,0.39,0.75,0.03,1.16,0.16,0.79,0.77,0.00,1.56,0.78,0.58,0.58,0.58,8.19,0.89,0.76,0.76,0.76,0.82,0.90,0.08,0.94,0.89,0.91,0.99,5.54,0.90,0.97,0.02,0.92,0.56,2.47,0.85,0.00,0.99,0.99,0.66,9.76,0.92,1.00,0.00,0.00,0.00,1.00,2.00,0.40,0.67,8.56,0.26,20.91,0.00,99.57,87.28,99.26,0.47,0.00,100.00,81.76,16.72,100.00,100.00,0.00,61.54,63.20,50.46,26.60,1.70,33.10,44.66,18.60,52.10,33.20,2.50,21.70,1.80,0.00,40.80,41.30,8.90,6.80,15.20,15.90,0.89,0.26,0.52,0.89,0.64,"10,953.36","3,311,059.23"
65397,48,357,950100,1400000US48357950100,48357950100,9501,Ochiltree,TX,Texas,"Census Tract 9501, Ochiltree County, Texas","1,263.00",248.00,"1,537.00",0.48,0.09,0.48,0.14,0.00,0.07,0.03,0.08,0.18,0.03,0.00,0.30,0.00,0.67,0.00,0.00,0.98,0.53,0.84,0.47,0.93,2.24,0.93,0.00,0.23,0.87,1.10,0.53,0.13,0.13,0.13,4.62,0.18,0.36,0.36,0.36,0.26,0.56,0.62,0.12,0.36,0.74,0.19,2.84,0.35,0.53,0.47,0.29,0.63,1.92,0.42,0.44,0.00,0.44,0.19,5.56,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.56,0.08,19.87,0.00,0.35,0.00,1.64,0.00,0.00,1.00,58.90,4.00,0.00,6.87,0.85,0.25,19.20,18.20,11.20,5.80,4.40,22.39,11.60,7.90,16.20,21.60,9.60,2.50,0.40,0.00,34.80,8.80,7.10,13.30,11.70,0.67,0.23,0.59,0.62,0.42,"220,856.58","2,352,985,257.55"
65398,48,357,950300,1400000US48357950300,48357950300,9503,Ochiltree,TX,Texas,"Census Tract 9503, Ochiltree County, Texas","3,761.00",381.00,"3,639.00",1.10,0.41,1.10,0.59,0.00,0.08,0.21,0.08,0.38,0.05,0.97,0.00,0.00,0.78,0.00,0.00,1.75,0.78,0.60,0.48,0.68,1.76,0.66,0.00,0.65,0.00,0.65,0.24,0.00,0.00,0.00,4.53,0.16,0.82,0.82,0.82,0.91,0.94,0.51,0.41,0.42,0.93,0.94,5.07,0.82,0.15,0.98,0.26,0.94,2.33,0.77,0.96,0.76,1.72,0.97,9.94,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.59,0.21,20.21,34.68,0.00,0.00,10.70,0.00,0.00,50.29,59.58,6.94,0.00,84.26,0.00,0.00,72.60,59.50,32.90,4.90,9.80,23.96,20.60,38.40,9.20,35.70,9.20,17.50,31.80,1.70,29.70,9.00,5.00,15.20,11.20,0.37,0.28,0.18,0.56,0.64,"24,158.53","19,133,086.49"
65399,48,357,950400,1400000US48357950400,48357950400,9504,Ochiltree,TX,Texas,"Census Tract 9504, Ochiltree County, Texas","5,107.00",352.00,"4,525.00",0.78,0.23,0.78,0.34,0.00,0.08,0.14,0.08,0.30,0.04,0.97,0.00,0.00,0.00,0.00,0.00,0.97,0.53,0.56,0.59,0.57,1.72,0.63,0.00,0.54,0.00,0.54,0.18,0.00,0.00,0.00,3.53,0.05,0.71,0.71,0.71,0.75,0.88,0.65,0.41,0.26,0.96,0.58,4.49,0.71,0.18,0.91,0.45,0.88,2.42,0.82,0.67,0.00,0.67,0.38,8.29,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.59,0.17,20.09,25.54,0.00,0.00,0.00,0.00,0.00,63.12,69.04,8.17,0.00,59.67,0.00,0.00,54.70,44.41,24.80,6.10,9.80,19.74,23.90,18.80,10.00,30.10,11.70,10.80,3.60,0.00,33.20,9.40,6.20,15.40,12.10,0.58,0.40,0.39,0.66,0.66,"12,246.33","5,878,353.45"
